,Ha Noi,Ha Noi,Ha Noi,Ha Noi
,Temp,Pressure,WindSpeed,WindDir
DateTime,,,,
2019-07-15 00:00:00,27.9,1001.7,3.24,90.0
2019-07-15 01:00:00,27.62,1000.8,2.9,82.87
2019-07-15 02:00:00,27.17,999.7,2.62,74.05
2019-07-15 03:00:00,27.22,999.5,3.26,83.66
2019-07-15 04:00:00,26.84,999.9,2.9,82.87
2019-07-15 05:00:00,26.82,1000.8,3.24,90.0
2019-07-15 06:00:00,27.33,1001.2,3.26,96.34
2019-07-15 07:00:00,27.86,1001.1,4.35,114.44
2019-07-15 08:00:00,28.3,1000.7,5.9,127.57
2019-07-15 09:00:00,28.27,1000.8,7.7,142.59
2019-07-15 10:00:00,28.29,1001.5,7.79,146.31
2019-07-15 11:00:00,28.96,1001.4,7.15,139.09
2019-07-15 12:00:00,30.8,1000.8,7.7,127.41
2019-07-15 13:00:00,31.75,999.8,8.65,135.0
2019-07-15 14:00:00,31.35,999.2,8.94,139.9
2019-07-15 15:00:00,31.3,998.8,9.0,143.13
2019-07-15 16:00:00,31.3,998.9,9.79,143.97
2019-07-15 17:00:00,31.34,999.5,10.23,140.71
2019-07-15 18:00:00,30.85,1000.2,8.94,139.9
2019-07-15 19:00:00,29.65,1001.9,3.56,135.0
2019-07-15 20:00:00,29.31,1002.5,3.32,130.6
2019-07-15 21:00:00,28.94,1003.5,4.84,138.01
2019-07-15 22:00:00,28.55,1003.7,4.1,142.13
2019-07-15 23:00:00,28.11,1003.8,4.61,128.66
2019-07-16 00:00:00,27.6,1003.3,4.68,112.62
2019-07-16 01:00:00,26.97,1002.1,5.24,105.95
2019-07-16 02:00:00,26.5,1001.4,4.74,98.75
2019-07-16 03:00:00,26.2,1001.5,4.69,94.4
2019-07-16 04:00:00,25.94,1002.1,4.68,90.0
2019-07-16 05:00:00,25.82,1002.9,5.05,85.91
2019-07-16 06:00:00,26.19,1003.1,5.04,90.0
2019-07-16 07:00:00,27.01,1003.5,6.29,113.63
2019-07-16 08:00:00,27.84,1003.3,8.5,126.38
2019-07-16 09:00:00,29.23,1003.6,9.69,131.99
2019-07-16 10:00:00,30.52,1003.5,10.7,137.73
2019-07-16 11:00:00,31.88,1002.9,10.44,136.4
2019-07-16 12:00:00,32.84,1002.7,10.2,137.86
2019-07-16 13:00:00,33.56,1002.1,9.73,141.01
2019-07-16 14:00:00,34.05,1001.3,9.96,139.4
2019-07-16 15:00:00,34.16,1000.8,10.2,137.86
2019-07-16 16:00:00,33.64,1000.8,10.2,137.86
2019-07-16 17:00:00,33.5,1000.8,10.95,136.33
2019-07-16 18:00:00,32.64,1001.5,10.95,136.33
2019-07-16 19:00:00,31.77,1001.9,9.16,135.0
2019-07-16 20:00:00,30.44,1002.3,8.65,135.0
2019-07-16 21:00:00,29.64,1003.2,7.9,133.15
2019-07-16 22:00:00,28.94,1003.8,7.2,126.87
2019-07-16 23:00:00,28.38,1004.1,6.19,125.54
2019-07-17 00:00:00,27.86,1004.0,5.32,118.3
2019-07-17 01:00:00,27.41,1002.8,5.8,119.74
2019-07-17 02:00:00,27.03,1002.3,6.3,120.96
2019-07-17 03:00:00,27.38,1002.5,6.29,113.63
2019-07-17 04:00:00,27.51,1002.8,6.12,118.07
2019-07-17 05:00:00,27.16,1003.3,5.15,114.78
2019-07-17 06:00:00,27.22,1003.5,4.21,109.98
2019-07-17 07:00:00,27.71,1003.8,4.35,114.44
2019-07-17 08:00:00,29.55,1003.9,3.89,123.69
2019-07-17 09:00:00,29.31,1003.7,4.1,142.13
2019-07-17 10:00:00,29.88,1003.3,4.55,161.57
2019-07-17 11:00:00,30.36,1002.9,5.09,171.87
2019-07-17 12:00:00,30.92,1002.6,5.76,180.0
2019-07-17 13:00:00,32.43,1002.0,6.57,189.46
2019-07-17 14:00:00,33.29,1001.3,6.73,195.52
2019-07-17 15:00:00,33.7,1000.7,7.34,191.31
2019-07-17 16:00:00,33.74,999.6,7.95,185.19
2019-07-17 17:00:00,33.5,999.7,7.92,180.0
2019-07-17 18:00:00,32.89,1000.6,8.31,175.03
2019-07-17 19:00:00,33.16,1000.1,8.71,150.26
2019-07-17 20:00:00,32.07,1001.0,9.51,150.52
2019-07-17 21:00:00,31.07,1001.7,9.83,151.56
2019-07-17 22:00:00,30.22,1002.6,9.18,154.44
2019-07-17 23:00:00,29.53,1002.6,8.37,154.54
2019-07-18 00:00:00,28.91,1002.3,7.09,156.04
2019-07-18 01:00:00,28.41,1001.7,6.44,153.43
2019-07-18 02:00:00,28.53,1001.0,5.63,153.43
2019-07-18 03:00:00,28.27,1000.5,4.9,143.97
2019-07-18 04:00:00,28.08,1000.6,4.58,135.0
2019-07-18 05:00:00,27.81,1001.0,4.33,131.63
2019-07-18 06:00:00,27.91,1001.5,3.56,135.0
2019-07-18 07:00:00,28.41,1001.4,3.1,144.46
2019-07-18 08:00:00,29.38,1001.2,3.42,161.57
2019-07-18 09:00:00,30.9,1001.2,3.96,180.0
2019-07-18 10:00:00,32.86,1000.8,4.02,190.3
2019-07-18 11:00:00,34.28,1000.4,4.35,204.44
2019-07-18 12:00:00,35.38,999.7,3.6,216.87
2019-07-18 13:00:00,36.05,998.9,3.6,216.87
2019-07-18 14:00:00,36.54,998.1,4.55,198.43
2019-07-18 15:00:00,36.69,997.7,6.21,190.01
2019-07-18 16:00:00,36.6,997.4,7.24,185.71
2019-07-18 17:00:00,36.24,997.6,8.28,180.0
2019-07-18 18:00:00,35.45,998.4,9.18,168.69
2019-07-18 19:00:00,35.06,998.8,3.4,147.99
2019-07-18 20:00:00,34.02,999.2,5.12,140.71
2019-07-18 21:00:00,32.97,1000.3,6.13,139.76
2019-07-18 22:00:00,31.8,1000.6,6.13,139.76
2019-07-18 23:00:00,30.96,1000.8,6.13,139.76
2019-07-19 00:00:00,30.25,1000.9,5.86,137.49
2019-07-19 01:00:00,29.6,999.9,5.35,132.27
2019-07-19 02:00:00,29.05,999.2,5.12,129.29
2019-07-19 03:00:00,28.97,999.2,5.32,118.3
2019-07-19 04:00:00,28.2,999.1,4.8,102.99
2019-07-19 05:00:00,27.9,1000.0,4.69,94.4
2019-07-19 06:00:00,28.47,1000.7,3.26,96.34
2019-07-19 07:00:00,30.2,1000.9,3.71,119.05
2019-07-19 08:00:00,31.85,1000.7,3.32,139.4
2019-07-19 09:00:00,33.43,1000.3,3.71,150.95
2019-07-19 10:00:00,35.13,999.8,4.2,149.04
2019-07-19 11:00:00,34.26,1000.0,2.62,164.05
2019-07-19 12:00:00,34.07,999.8,2.74,113.2
2019-07-19 13:00:00,35.43,999.7,5.77,93.58
2019-07-19 14:00:00,34.47,999.9,4.32,90.0
2019-07-19 15:00:00,35.26,999.5,6.41,128.16
2019-07-19 16:00:00,35.22,999.2,7.49,144.78
2019-07-19 17:00:00,34.77,999.2,7.1,149.53
2019-07-19 18:00:00,33.97,999.7,7.64,135.0
2019-07-19 19:00:00,32.3,1000.7,7.99,125.84
2019-07-19 20:00:00,31.22,1000.8,9.39,122.47
2019-07-19 21:00:00,30.33,1001.7,10.99,121.61
2019-07-19 22:00:00,29.82,1002.2,8.89,121.76
2019-07-19 23:00:00,29.5,1002.9,8.22,118.81
2019-07-20 00:00:00,28.81,1003.0,6.95,111.25
2019-07-20 01:00:00,28.35,1002.2,6.29,103.24
2019-07-20 02:00:00,28.2,1001.2,5.4,90.0
2019-07-20 03:00:00,28.3,1000.9,5.76,90.0
2019-07-20 04:00:00,28.11,1001.3,5.41,86.19
2019-07-20 05:00:00,27.98,1002.1,5.45,82.41
2019-07-20 06:00:00,28.14,1002.8,5.45,82.41
2019-07-20 07:00:00,28.93,1002.6,7.34,101.31
2019-07-20 08:00:00,28.91,1003.1,10.16,112.93
2019-07-20 09:00:00,28.78,1003.8,9.42,136.55
2019-07-20 10:00:00,29.03,1004.2,8.4,136.74
2019-07-20 11:00:00,29.74,1003.4,8.22,118.81
2019-07-20 12:00:00,30.34,1002.9,8.7,114.44
2019-07-20 13:00:00,30.93,1002.5,8.09,122.28
2019-07-20 14:00:00,31.27,1002.0,8.44,129.81
2019-07-20 15:00:00,31.64,1002.0,10.23,140.71
2019-07-20 16:00:00,31.71,1001.7,8.89,148.24
2019-07-20 17:00:00,31.34,1001.7,9.02,151.39
2019-07-20 18:00:00,30.88,1002.0,8.89,148.24
2019-07-20 19:00:00,30.58,1003.1,10.01,127.69
2019-07-20 20:00:00,29.82,1003.9,9.45,130.36
2019-07-20 21:00:00,29.42,1004.5,6.41,128.16
2019-07-20 22:00:00,29.01,1004.2,4.69,122.47
2019-07-20 23:00:00,28.69,1004.2,4.51,118.61
2019-07-21 00:00:00,28.38,1004.2,4.21,109.98
2019-07-21 01:00:00,28.02,1003.1,5.45,97.59
2019-07-21 02:00:00,27.38,1003.0,6.21,100.01
2019-07-21 03:00:00,26.95,1002.9,5.41,93.81
2019-07-21 04:00:00,26.59,1002.9,5.41,93.81
2019-07-21 05:00:00,26.55,1003.0,5.05,94.09
2019-07-21 06:00:00,27.32,1003.7,5.35,109.65
2019-07-21 07:00:00,28.67,1004.4,7.64,135.0
2019-07-21 08:00:00,29.02,1004.7,10.5,149.04
2019-07-21 09:00:00,29.18,1004.8,10.32,150.75
2019-07-21 10:00:00,30.5,1004.3,11.49,147.8
2019-07-21 11:00:00,30.31,1004.1,11.77,156.57
2019-07-21 12:00:00,30.56,1003.8,11.28,163.3
2019-07-21 13:00:00,32.16,1003.3,9.66,153.43
2019-07-21 14:00:00,33.05,1002.6,9.98,154.36
2019-07-21 15:00:00,32.21,1002.3,10.7,160.35
2019-07-21 16:00:00,32.12,1002.2,9.69,164.93
2019-07-21 17:00:00,31.78,1002.0,9.11,161.57
2019-07-21 18:00:00,31.6,1002.6,8.89,158.63
2019-07-21 19:00:00,30.01,1002.5,7.42,140.91
2019-07-21 20:00:00,29.37,1003.1,7.9,133.15
2019-07-21 21:00:00,28.94,1004.6,7.39,133.03
2019-07-21 22:00:00,28.52,1005.4,7.15,130.91
2019-07-21 23:00:00,28.12,1004.7,6.13,130.24
2019-07-22 00:00:00,27.79,1004.0,5.5,121.61
2019-07-22 01:00:00,27.52,1003.3,5.69,108.43
2019-07-22 02:00:00,27.02,1002.8,5.51,101.31
2019-07-22 03:00:00,26.99,1002.7,4.8,102.99
2019-07-22 04:00:00,27.16,1002.6,5.15,102.09
2019-07-22 05:00:00,26.38,1002.5,5.69,108.43
2019-07-22 06:00:00,27.01,1002.9,5.63,116.57
2019-07-22 07:00:00,27.75,1003.3,6.7,126.25
2019-07-22 08:00:00,28.69,1003.2,9.02,151.39
2019-07-22 09:00:00,28.99,1003.7,10.83,164.58
2019-07-22 10:00:00,30.45,1003.3,10.03,158.96
2019-07-22 11:00:00,30.16,1003.2,11.04,160.97
2019-07-22 12:00:00,30.26,1002.4,10.59,162.18
2019-07-22 13:00:00,30.62,1001.8,11.01,168.69
2019-07-22 14:00:00,30.93,1001.2,10.59,170.22
2019-07-22 15:00:00,30.73,1001.2,10.54,172.15
2019-07-22 16:00:00,30.65,1000.9,10.59,170.22
2019-07-22 17:00:00,31.26,1000.7,10.74,166.43
2019-07-22 18:00:00,30.55,1001.0,9.11,161.57
2019-07-22 19:00:00,29.21,1002.3,11.97,133.78
2019-07-22 20:00:00,28.7,1002.8,12.48,136.17
2019-07-22 21:00:00,28.28,1003.5,12.03,141.07
2019-07-22 22:00:00,27.92,1003.1,9.45,139.64
2019-07-22 23:00:00,27.72,1003.3,7.13,135.0
2019-07-23 00:00:00,27.49,1003.2,6.13,130.24
2019-07-23 01:00:00,27.53,1002.3,5.69,124.7
2019-07-23 02:00:00,27.52,1000.8,4.21,109.98
2019-07-23 03:00:00,27.47,1000.7,5.24,105.95
2019-07-23 04:00:00,27.38,1000.7,5.48,113.2
2019-07-23 05:00:00,26.86,1000.8,4.8,102.99
2019-07-23 06:00:00,27.43,1001.1,5.77,93.58
2019-07-23 07:00:00,29.08,1001.2,7.24,116.57
2019-07-23 08:00:00,28.83,1002.2,3.67,191.31
2019-07-23 09:00:00,30.23,1001.9,4.68,202.62
2019-07-23 10:00:00,30.78,1001.0,5.96,205.02
2019-07-23 11:00:00,31.48,1000.5,4.8,192.99
2019-07-23 12:00:00,31.58,999.8,3.67,168.69
2019-07-23 13:00:00,32.49,999.2,5.19,146.31
2019-07-23 14:00:00,31.85,999.4,5.35,137.73
2019-07-23 15:00:00,31.71,999.1,6.13,139.76
2019-07-23 16:00:00,31.51,999.1,7.15,139.09
2019-07-23 17:00:00,31.07,999.9,8.16,138.58
2019-07-23 18:00:00,30.65,1000.3,6.41,128.16
2019-07-23 19:00:00,29.78,1001.3,7.41,119.05
2019-07-23 20:00:00,29.41,1001.5,5.5,121.61
2019-07-23 21:00:00,29.08,1002.1,5.59,104.93
2019-07-23 22:00:00,29.1,1002.2,5.24,105.95
2019-07-23 23:00:00,29.29,1002.6,4.55,108.43
2019-07-24 00:00:00,29.0,1002.0,4.1,105.26
2019-07-24 01:00:00,28.72,1001.8,3.6,90.0
2019-07-24 02:00:00,28.37,1000.9,3.22,63.43
2019-07-24 03:00:00,28.16,1000.6,3.32,49.4
2019-07-24 04:00:00,27.98,1000.8,3.4,32.01
2019-07-24 05:00:00,27.81,1001.1,4.02,26.57
2019-07-24 06:00:00,28.11,1001.6,4.02,26.57
2019-07-24 07:00:00,29.56,1002.5,4.1,37.87
2019-07-24 08:00:00,29.69,1002.9,5.59,75.07
2019-07-24 09:00:00,30.46,1003.2,4.33,85.24
2019-07-24 10:00:00,30.41,1002.9,2.55,98.13
2019-07-24 11:00:00,30.76,1003.1,2.1,59.04
2019-07-24 12:00:00,30.78,1002.6,3.32,49.4
2019-07-24 13:00:00,30.59,1001.9,3.89,56.31
2019-07-24 14:00:00,30.45,1002.0,4.21,70.02
2019-07-24 15:00:00,30.02,1002.3,2.88,90.0
2019-07-24 16:00:00,29.86,1002.1,1.61,116.57
2019-07-24 17:00:00,30.37,1002.2,1.8,90.0
2019-07-24 18:00:00,29.84,1002.7,2.31,51.34
2019-07-24 19:00:00,28.7,1003.2,2.28,18.43
2019-07-24 20:00:00,28.53,1003.8,5.45,97.59
2019-07-24 21:00:00,28.51,1004.6,5.4,90.0
2019-07-24 22:00:00,28.63,1005.0,5.04,90.0
2019-07-24 23:00:00,29.01,1005.3,4.74,81.25
2019-07-25 00:00:00,28.88,1005.1,4.8,77.01
2019-07-25 01:00:00,28.49,1004.9,4.55,71.57
2019-07-25 02:00:00,28.14,1004.4,4.39,55.01
2019-07-25 03:00:00,28.14,1004.3,4.2,59.04
2019-07-25 04:00:00,27.94,1004.5,4.51,61.39
2019-07-25 05:00:00,27.78,1004.6,4.35,65.56
2019-07-25 06:00:00,27.71,1004.5,3.89,56.31
2019-07-25 07:00:00,28.0,1005.2,3.83,41.19
2019-07-25 08:00:00,28.59,1005.8,5.82,68.2
2019-07-25 09:00:00,29.61,1006.0,5.96,64.98
2019-07-25 10:00:00,30.04,1005.2,7.56,90.0
2019-07-25 11:00:00,30.46,1005.0,6.84,90.0
2019-07-25 12:00:00,30.21,1004.3,6.48,90.0
2019-07-25 13:00:00,30.14,1004.3,5.09,98.13
2019-07-25 14:00:00,30.01,1003.7,4.21,109.98
2019-07-25 15:00:00,29.86,1003.9,4.39,124.99
2019-07-25 16:00:00,29.38,1004.1,3.1,125.54
2019-07-25 17:00:00,29.26,1004.5,2.6,123.69
2019-07-25 18:00:00,29.21,1004.6,1.14,161.57
2019-07-25 19:00:00,28.67,1004.7,0.36,180.0
2019-07-25 20:00:00,28.45,1005.0,4.07,135.0
2019-07-25 21:00:00,28.31,1005.5,3.89,123.69
2019-07-25 22:00:00,27.86,1006.1,5.63,116.57
2019-07-25 23:00:00,27.95,1006.4,4.35,114.44
2019-07-26 00:00:00,27.69,1005.4,4.1,105.26
2019-07-26 01:00:00,27.58,1005.4,5.05,94.09
2019-07-26 02:00:00,27.28,1005.0,5.05,85.91
2019-07-26 03:00:00,27.2,1004.7,5.09,81.87
2019-07-26 04:00:00,27.19,1004.9,4.38,80.54
2019-07-26 05:00:00,26.92,1004.5,3.22,63.43
2019-07-26 06:00:00,27.04,1003.9,3.6,53.13
2019-07-26 07:00:00,28.37,1004.8,3.88,68.2
2019-07-26 08:00:00,28.74,1005.1,3.71,60.95
2019-07-26 09:00:00,29.74,1006.0,3.96,90.0
2019-07-26 10:00:00,29.47,1006.0,5.35,109.65
2019-07-26 11:00:00,29.77,1005.4,5.96,115.02
2019-07-26 12:00:00,29.82,1004.6,4.39,124.99
2019-07-26 13:00:00,31.17,1003.6,2.04,135.0
2019-07-26 14:00:00,30.56,1003.9,2.74,156.8
2019-07-26 15:00:00,31.48,1003.1,5.05,175.91
2019-07-26 16:00:00,31.83,1003.0,5.77,183.58
2019-07-26 17:00:00,31.79,1003.1,4.69,184.4
2019-07-26 18:00:00,31.29,1003.0,5.04,180.0
2019-07-26 19:00:00,30.43,1003.1,3.96,180.0
2019-07-26 20:00:00,29.64,1003.6,7.2,143.13
2019-07-26 21:00:00,28.84,1004.1,6.13,130.24
2019-07-26 22:00:00,28.05,1004.7,5.69,124.7
2019-07-26 23:00:00,27.4,1005.3,5.5,121.61
2019-07-27 00:00:00,26.97,1004.5,5.59,104.93
2019-07-27 01:00:00,26.58,1003.7,5.41,93.81
2019-07-27 02:00:00,26.31,1003.3,4.69,94.4
2019-07-27 03:00:00,26.1,1003.1,4.33,85.24
2019-07-27 04:00:00,25.86,1003.0,4.1,74.74
2019-07-27 05:00:00,25.65,1003.3,4.51,61.39
2019-07-27 06:00:00,26.04,1003.5,3.83,41.19
2019-07-27 07:00:00,28.23,1003.6,3.88,68.2
2019-07-27 08:00:00,28.95,1004.9,2.41,63.43
2019-07-27 09:00:00,30.27,1005.5,1.94,111.8
2019-07-27 10:00:00,30.04,1005.3,4.38,170.54
2019-07-27 11:00:00,31.38,1004.3,4.68,180.0
2019-07-27 12:00:00,32.76,1003.1,5.82,201.8
2019-07-27 13:00:00,33.68,1002.5,6.12,208.07
2019-07-27 14:00:00,34.23,1001.7,6.13,220.24
2019-07-27 15:00:00,34.52,1001.1,6.13,220.24
2019-07-27 16:00:00,34.51,1000.8,5.0,210.26
2019-07-27 17:00:00,34.23,1000.9,5.4,180.0
2019-07-27 18:00:00,33.59,1001.5,7.97,161.57
2019-07-27 19:00:00,32.25,1001.8,7.73,152.24
2019-07-27 20:00:00,30.78,1002.8,8.21,142.13
2019-07-27 21:00:00,29.6,1003.6,6.49,146.31
2019-07-27 22:00:00,28.68,1004.6,5.86,137.49
2019-07-27 23:00:00,27.95,1005.2,5.35,137.73
2019-07-28 00:00:00,27.45,1004.4,4.61,128.66
2019-07-28 01:00:00,27.08,1004.0,4.35,114.44
2019-07-28 02:00:00,26.88,1003.6,4.55,108.43
2019-07-28 03:00:00,26.42,1003.5,5.45,97.59
2019-07-28 04:00:00,26.53,1003.7,5.76,90.0
2019-07-28 05:00:00,26.06,1004.2,5.76,90.0
2019-07-28 06:00:00,26.54,1004.5,4.68,90.0
2019-07-28 07:00:00,28.08,1004.3,5.45,97.59
2019-07-28 08:00:00,28.89,1005.4,4.69,85.6
2019-07-28 09:00:00,29.08,1005.9,5.94,104.04
2019-07-28 10:00:00,29.65,1005.2,7.42,140.91
2019-07-28 11:00:00,31.72,1005.1,7.75,158.2
2019-07-28 12:00:00,32.74,1003.8,8.29,182.49
2019-07-28 13:00:00,33.57,1002.6,9.11,198.43
2019-07-28 14:00:00,34.17,1002.2,9.79,197.1
2019-07-28 15:00:00,34.32,1001.6,11.3,189.16
2019-07-28 16:00:00,34.3,1001.6,11.52,180.0
2019-07-28 17:00:00,33.89,1001.7,11.87,165.96
2019-07-28 18:00:00,32.92,1002.3,12.1,157.25
2019-07-28 19:00:00,31.27,1002.6,10.97,156.8
2019-07-28 20:00:00,30.01,1003.6,8.94,139.9
2019-07-28 21:00:00,29.12,1004.7,6.92,141.34
2019-07-28 22:00:00,28.45,1005.2,5.62,140.19
2019-07-28 23:00:00,27.97,1005.7,4.9,126.03
2019-07-29 00:00:00,27.55,1005.4,5.32,118.3
2019-07-29 01:00:00,27.14,1004.5,5.51,101.31
2019-07-29 02:00:00,26.75,1004.1,5.04,90.0
2019-07-29 03:00:00,26.47,1004.1,5.86,100.62
2019-07-29 04:00:00,26.79,1004.3,6.12,90.0
2019-07-29 05:00:00,26.06,1004.3,5.41,86.19
2019-07-29 06:00:00,26.58,1004.2,5.8,82.87
2019-07-29 07:00:00,28.61,1005.1,6.03,107.35
2019-07-29 08:00:00,28.73,1005.4,7.24,116.57
2019-07-29 09:00:00,29.03,1005.8,9.18,138.18
2019-07-29 10:00:00,29.25,1005.8,10.09,145.18
2019-07-29 11:00:00,29.26,1005.3,10.31,155.22
2019-07-29 12:00:00,29.44,1005.0,10.04,165.47
2019-07-29 13:00:00,31.18,1003.7,9.96,167.47
2019-07-29 14:00:00,29.81,1003.0,10.14,173.88
2019-07-29 15:00:00,29.82,1002.7,10.5,174.09
2019-07-29 16:00:00,31.08,1002.8,10.59,170.22
2019-07-29 17:00:00,30.94,1002.7,10.18,171.87
2019-07-29 18:00:00,30.37,1002.9,9.47,171.25
2019-07-29 19:00:00,29.12,1003.4,6.64,167.47
2019-07-29 20:00:00,28.54,1003.7,6.15,159.44
2019-07-29 21:00:00,28.04,1004.7,5.48,156.8
2019-07-29 22:00:00,27.68,1005.3,4.35,155.56
2019-07-29 23:00:00,27.3,1005.2,3.4,147.99
2019-07-30 00:00:00,27.75,1005.5,3.22,116.57
2019-07-30 01:00:00,27.47,1004.5,3.22,116.57
